,question,proc_ques,tokens,words,stops
87,Which company will provide the best photo booth in Sydney?,which company will provide the best photo booth in sydney,"['Which', 'company', 'will', 'provide', 'the', 'best', 'photo', 'booth', 'in', 'Sydney?']","{'Sydney?', 'photo', 'provide', 'booth', 'Which', 'best', 'company'}","{'in', 'will', 'the'}"
88,What was your strategy for hiring employees early on?,what was your strategy for hiring employees early on,"['What', 'was', 'your', 'strategy', 'for', 'hiring', 'employees', 'early', 'on?']","{'early', 'employees', 'What', 'on?', 'hiring', 'strategy'}","{'was', 'for', 'your'}"
89,Has anyone hired a sleep coach on coach.me for waking up early? What is your feedback?,has anyone hired a sleep coach on coach me for waking up early  what is your feedback,"['Has', 'anyone', 'hired', 'a', 'sleep', 'coach', 'on', 'coach.me', 'for', 'waking', 'up', 'early?', 'What', 'is', 'your', 'feedback?']","{'anyone', 'hired', 'sleep', 'early?', 'What', 'Has', 'feedback?', 'coach.me', 'waking', 'coach'}","{'for', 'up', 'your', 'a', 'is', 'on'}"
90,"Which is correct, ""drove past"" or ""drove passed""? Why?",which is correct   drove past  or  drove passed   why,"['Which', 'is', 'correct,', '""drove', 'past""', 'or', '""drove', 'passed""?', 'Why?']","{'correct,', 'Why?', 'Which', 'past""', '""drove', 'passed""?'}","{'or', 'is'}"
91,Is it correct to say I am in the middle of something?,is it correct to say i am in the middle of something,"['Is', 'it', 'correct', 'to', 'say', 'I', 'am', 'in', 'the', 'middle', 'of', 'something?']","{'correct', 'Is', 'middle', 'say', 'I', 'something?'}","{'of', 'to', 'in', 'it', 'the', 'am'}"
92,Carolina Panthers Live Streaming | Watch Carolina Panthers Live Stream NFL Games Today Online?,carolina panthers live streaming   watch carolina panthers live stream nfl games today online,"['Carolina', 'Panthers', 'Live', 'Streaming', '|', 'Watch', 'Carolina', 'Panthers', 'Live', 'Stream', 'NFL', 'Games', 'Today', 'Online?']","{'Panthers', 'Watch', 'Stream', 'Games', 'Today', '|', 'Online?', 'Carolina', 'NFL', 'Live', 'Streaming'}",set()
93,Atlanta Falcons Live Streaming | Watch Atlanta Falcons Live Stream NFL Games Today Online?,atlanta falcons live streaming   watch atlanta falcons live stream nfl games today online,"['Atlanta', 'Falcons', 'Live', 'Streaming', '|', 'Watch', 'Atlanta', 'Falcons', 'Live', 'Stream', 'NFL', 'Games', 'Today', 'Online?']","{'Watch', 'Stream', 'Games', 'Today', '|', 'Online?', 'NFL', 'Atlanta', 'Live', 'Falcons', 'Streaming'}",set()
94,Where does electricity come from on an airplane?,where does electricity come from on an airplane,"['Where', 'does', 'electricity', 'come', 'from', 'on', 'an', 'airplane?']","{'come', 'Where', 'electricity', 'airplane?'}","{'from', 'does', 'an', 'on'}"
95,Where does the electricity on the airplane come from?,where does the electricity on the airplane come from,"['Where', 'does', 'the', 'electricity', 'on', 'the', 'airplane', 'come', 'from?']","{'from?', 'Where', 'come', 'electricity', 'airplane'}","{'does', 'the', 'on'}"
96,How does sex feels like?,how does sex feels like,"['How', 'does', 'sex', 'feels', 'like?']","{'sex', 'like?', 'How', 'feels'}",{'does'}
97,What does having sex for the first time feel like?,what does having sex for the first time feel like,"['What', 'does', 'having', 'sex', 'for', 'the', 'first', 'time', 'feel', 'like?']","{'like?', 'What', 'sex', 'time', 'feel', 'first'}","{'having', 'does', 'the', 'for'}"
98,What is the procedure for getting electrical supervisory certificate in India?,what is the procedure for getting electrical supervisory certificate in india,"['What', 'is', 'the', 'procedure', 'for', 'getting', 'electrical', 'supervisory', 'certificate', 'in', 'India?']","{'getting', 'procedure', 'electrical', 'supervisory', 'What', 'certificate', 'India?'}","{'for', 'in', 'is', 'the'}"
99,What are the procedures to get CDC in India?,what are the procedures to get cdc in india,"['What', 'are', 'the', 'procedures', 'to', 'get', 'CDC', 'in', 'India?']","{'CDC', 'get', 'procedures', 'What', 'India?'}","{'are', 'in', 'to', 'the'}"
100,"How should I get to know, what I want to do in my life?",how should i get to know  what i want to do in my life,"['How', 'should', 'I', 'get', 'to', 'know,', 'what', 'I', 'want', 'to', 'do', 'in', 'my', 'life?']","{'know,', 'life?', 'get', 'How', 'I', 'want'}","{'my', 'should', 'to', 'do', 'in', 'what'}"
101,What should I do if i don't know what i want to do with my life?,what should i do if i do not know what i want to do with my life,"['What', 'should', 'I', 'do', 'if', 'i', ""don't"", 'know', 'what', 'i', 'want', 'to', 'do', 'with', 'my', 'life?']","{'life?', 'What', 'know', 'I', 'want'}","{'my', 'with', 'should', 'do', 'i', ""don't"", 'if', 'to', 'what'}"
102,What are some foliated metamorphic rocks?,what are some foliated metamorphic rocks,"['What', 'are', 'some', 'foliated', 'metamorphic', 'rocks?']","{'foliated', 'rocks?', 'metamorphic', 'What'}","{'are', 'some'}"
103,"In metamorphic rocks, where does foliation occur?",in metamorphic rocks  where does foliation occur,"['In', 'metamorphic', 'rocks,', 'where', 'does', 'foliation', 'occur?']","{'In', 'foliation', 'rocks,', 'metamorphic', 'occur?'}","{'where', 'does'}"
104,How do I save an answer on Quora?,how do i save an answer on quora,"['How', 'do', 'I', 'save', 'an', 'answer', 'on', 'Quora?']","{'How', 'Quora?', 'answer', 'save', 'I'}","{'on', 'do', 'an'}"
105,How do I save an answer which I like on Quora?,how do i save an answer which i like on quora,"['How', 'do', 'I', 'save', 'an', 'answer', 'which', 'I', 'like', 'on', 'Quora?']","{'How', 'Quora?', 'answer', 'save', 'like', 'I'}","{'which', 'on', 'do', 'an'}"
106,What are some characteristics of siliciclastic sedimentary rocks?,what are some characteristics of siliciclastic sedimentary rocks,"['What', 'are', 'some', 'characteristics', 'of', 'siliciclastic', 'sedimentary', 'rocks?']","{'characteristics', 'What', 'siliciclastic', 'rocks?', 'sedimentary'}","{'are', 'of', 'some'}"
107,What are different types of sedimentary rocks?,what are different types of sedimentary rocks,"['What', 'are', 'different', 'types', 'of', 'sedimentary', 'rocks?']","{'What', 'different', 'rocks?', 'types', 'sedimentary'}","{'are', 'of'}"
108,I was in a relationship for two years. The guy is ghosting . Does this mean everything he has told me was a lie?,i was in a relationship for two years  the guy is ghosting   does this mean everything he has told me was a lie,"['I', 'was', 'in', 'a', 'relationship', 'for', 'two', 'years.', 'The', 'guy', 'is', 'ghosting', '.', 'Does', 'this', 'mean', 'everything', 'he', 'has', 'told', 'me', 'was', 'a', 'lie?']","{'Does', 'The', 'lie?', 'mean', 'relationship', 'years.', 'guy', 'two', '.', 'ghosting', 'I', 'everything', 'told'}","{'for', 'has', 'this', 'was', 'a', 'in', 'is', 'he', 'me'}"
109,I've been seeing this guy for two years. I was the other woman. He stopped talking to me. Does that mean we're done dating?,i have been seeing this guy for two years  i was the other woman  he stopped talking to me  does that mean we are done dating,"[""I've"", 'been', 'seeing', 'this', 'guy', 'for', 'two', 'years.', 'I', 'was', 'the', 'other', 'woman.', 'He', 'stopped', 'talking', 'to', 'me.', 'Does', 'that', 'mean', ""we're"", 'done', 'dating?']","{'me.', 'woman.', ""we're"", ""I've"", 'stopped', 'mean', 'done', 'He', 'years.', 'seeing', 'guy', 'two', 'Does', 'dating?', 'I', 'talking'}","{'for', 'this', 'to', 'was', 'been', 'other', 'the', 'that'}"
110,Will Google Alerts ever have a web interface?,will google alerts ever have a web interface,"['Will', 'Google', 'Alerts', 'ever', 'have', 'a', 'web', 'interface?']","{'interface?', 'Alerts', 'Will', 'ever', 'Google', 'web'}","{'a', 'have'}"
111,Is the Google Alerts web interface broken?,is the google alerts web interface broken,"['Is', 'the', 'Google', 'Alerts', 'web', 'interface', 'broken?']","{'Alerts', 'Google', 'broken?', 'Is', 'web', 'interface'}",{'the'}
112,Why is the national anthem played in theatres?,why is the national anthem played in theatres,"['Why', 'is', 'the', 'national', 'anthem', 'played', 'in', 'theatres?']","{'Why', 'played', 'anthem', 'theatres?', 'national'}","{'in', 'is', 'the'}"
113,Why is the national anthem being played in theaters?,why is the national anthem being played in theaters,"['Why', 'is', 'the', 'national', 'anthem', 'being', 'played', 'in', 'theaters?']","{'theaters?', 'Why', 'played', 'anthem', 'national'}","{'being', 'in', 'is', 'the'}"
114,What are some comebacks to rude comments?,what are some comebacks to rude comments,"['What', 'are', 'some', 'comebacks', 'to', 'rude', 'comments?']","{'rude', 'comebacks', 'comments?', 'What'}","{'are', 'some', 'to'}"
115,What are some of the most sarcastic comebacks after a stupid comment?,what are some of the most sarcastic comebacks after a stupid comment,"['What', 'are', 'some', 'of', 'the', 'most', 'sarcastic', 'comebacks', 'after', 'a', 'stupid', 'comment?']","{'comebacks', 'stupid', 'What', 'sarcastic', 'comment?'}","{'of', 'a', 'most', 'some', 'the', 'are', 'after'}"
116,Why negative isomer of morphine is more potent?,why negative isomer of morphine is more potent,"['Why', 'negative', 'isomer', 'of', 'morphine', 'is', 'more', 'potent?']","{'isomer', 'morphine', 'Why', 'negative', 'potent?'}","{'of', 'is', 'more'}"
117,Is it stealing if u get a paid app free after it's been removed from the AppStore?,is it stealing if u get a paid app free after it is been removed from the appstore,"['Is', 'it', 'stealing', 'if', 'u', 'get', 'a', 'paid', 'app', 'free', 'after', ""it's"", 'been', 'removed', 'from', 'the', 'AppStore?']","{'get', 'removed', 'u', 'stealing', 'free', 'Is', 'paid', 'AppStore?', 'app'}","{""it's"", 'if', 'a', 'been', 'it', 'the', 'from', 'after'}"
118,What is the future of rural regional banks in india?,what is the future of rural regional banks in india,"['What', 'is', 'the', 'future', 'of', 'rural', 'regional', 'banks', 'in', 'india?']","{'regional', 'rural', 'future', 'banks', 'What', 'india?'}","{'of', 'in', 'is', 'the'}"
119,How is the work environment at regional rural banks?,how is the work environment at regional rural banks,"['How', 'is', 'the', 'work', 'environment', 'at', 'regional', 'rural', 'banks?']","{'regional', 'banks?', 'environment', 'rural', 'How', 'work'}","{'at', 'is', 'the'}"
120,What is the meaning of Christmas?,what is the meaning of christmas,"['What', 'is', 'the', 'meaning', 'of', 'Christmas?']","{'Christmas?', 'meaning', 'What'}","{'of', 'is', 'the'}"
121,What is the meaning of Christmas for you?,what is the meaning of christmas for you,"['What', 'is', 'the', 'meaning', 'of', 'Christmas', 'for', 'you?']","{'you?', 'Christmas', 'meaning', 'What'}","{'for', 'of', 'is', 'the'}"
122,Should prostitution be legalized in India? Why?,should prostitution be legalized in india  why,"['Should', 'prostitution', 'be', 'legalized', 'in', 'India?', 'Why?']","{'legalized', 'Why?', 'Should', 'prostitution', 'India?'}","{'in', 'be'}"
123,Why do social workers with experience burn out?,why do social workers with experience burn out,"['Why', 'do', 'social', 'workers', 'with', 'experience', 'burn', 'out?']","{'workers', 'burn', 'Why', 'experience', 'social', 'out?'}","{'do', 'with'}"
124,What are some examples of genetic drift?,what are some examples of genetic drift,"['What', 'are', 'some', 'examples', 'of', 'genetic', 'drift?']","{'genetic', 'drift?', 'examples', 'What'}","{'are', 'of', 'some'}"
125,What is an example of genetic drift?,what is an example of genetic drift,"['What', 'is', 'an', 'example', 'of', 'genetic', 'drift?']","{'example', 'drift?', 'genetic', 'What'}","{'of', 'is', 'an'}"
126,What are the best nose strips?,what are the best nose strips,"['What', 'are', 'the', 'best', 'nose', 'strips?']","{'best', 'nose', 'strips?', 'What'}","{'are', 'the'}"
127,What are some of the best ways to remove nose pimples?,what are some of the best ways to remove nose pimples,"['What', 'are', 'some', 'of', 'the', 'best', 'ways', 'to', 'remove', 'nose', 'pimples?']","{'pimples?', 'nose', 'ways', 'What', 'best', 'remove'}","{'of', 'to', 'some', 'the', 'are'}"
128,Does facial asymmetry represent the lateral development of brain?,does facial asymmetry represent the lateral development of brain,"['Does', 'facial', 'asymmetry', 'represent', 'the', 'lateral', 'development', 'of', 'brain?']","{'brain?', 'represent', 'lateral', 'facial', 'asymmetry', 'Does', 'development'}","{'of', 'the'}"
129,"Are feelings, like; doubt, confusion, and uncertainty a part on the emotional spectrum?",are feelings  like  doubt  confusion  and uncertainty a part on the emotional spectrum,"['Are', 'feelings,', 'like;', 'doubt,', 'confusion,', 'and', 'uncertainty', 'a', 'part', 'on', 'the', 'emotional', 'spectrum?']","{'like;', 'confusion,', 'emotional', 'Are', 'doubt,', 'part', 'spectrum?', 'uncertainty', 'feelings,'}","{'a', 'on', 'and', 'the'}"
130,"As a woman, how can I make myself more attractive?",as a woman  how can i make myself more attractive,"['As', 'a', 'woman,', 'how', 'can', 'I', 'make', 'myself', 'more', 'attractive?']","{'attractive?', 'make', 'I', 'As', 'woman,'}","{'myself', 'more', 'a', 'how', 'can'}"
131,What makes a woman attractive?,what makes a woman attractive,"['What', 'makes', 'a', 'woman', 'attractive?']","{'woman', 'makes', 'attractive?', 'What'}",{'a'}
132,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,what are your views on modi governments decision to demonetize 500 and 1k rupee notes  how will this affect economy,"['What', 'are', 'your', 'views', 'on', 'Modi', 'governments', 'decision', 'to', 'demonetize', '500', 'and', '1000', 'rupee', 'notes?', 'How', 'will', 'this', 'affect', 'economy?']","{'500', 'demonetize', 'rupee', 'governments', 'How', 'What', '1000', 'affect', 'notes?', 'decision', 'views', 'Modi', 'economy?'}","{'your', 'this', 'to', 'will', 'and', 'are', 'on'}"
133,What are the possible implications of Demonetization of 500 and 1000 rupee notes?,what are the possible implications of demonetization of 500 and 1k rupee notes,"['What', 'are', 'the', 'possible', 'implications', 'of', 'Demonetization', 'of', '500', 'and', '1000', 'rupee', 'notes?']","{'500', 'rupee', 'implications', 'What', '1000', 'notes?', 'possible', 'Demonetization'}","{'are', 'of', 'and', 'the'}"
134,What is the best way to get Tinder matches to turn into Tinder dates?,what is the best way to get tinder matches to turn into tinder dates,"['What', 'is', 'the', 'best', 'way', 'to', 'get', 'Tinder', 'matches', 'to', 'turn', 'into', 'Tinder', 'dates?']","{'way', 'get', 'turn', 'What', 'best', 'matches', 'dates?', 'Tinder'}","{'into', 'is', 'to', 'the'}"
135,How long did you chat on Tinder with your match before setting a date?,how long did you chat on tinder with your match before setting a date,"['How', 'long', 'did', 'you', 'chat', 'on', 'Tinder', 'with', 'your', 'match', 'before', 'setting', 'a', 'date?']","{'date?', 'match', 'setting', 'chat', 'How', 'long', 'Tinder'}","{'you', 'your', 'with', 'did', 'before', 'a', 'on'}"
136,What does intercourse feel like to men?,what does intercourse feel like to men,"['What', 'does', 'intercourse', 'feel', 'like', 'to', 'men?']","{'What', 'feel', 'like', 'men?', 'intercourse'}","{'does', 'to'}"
137,How does sex feel for a man?,how does sex feel for a man,"['How', 'does', 'sex', 'feel', 'for', 'a', 'man?']","{'sex', 'feel', 'How', 'man?'}","{'for', 'a', 'does'}"
138,Why should I guest post?,why should i guest post,"['Why', 'should', 'I', 'guest', 'post?']","{'Why', 'post?', 'I', 'guest'}",{'should'}
